Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,num_cc,num_price
Peugeot,Expert L2H1,Inline-4,"1,997 cc",120 hp,160 km/h,13.0 sec,"$30,000 ",Diesel,3,320 Nm,1997.0,30000.0
Peugeot,Boxer L2H2,Inline-4,"2,200 cc",130 hp,140 km/h,14.0 sec,"$35,000 ",Diesel,3,350 Nm,2200.0,35000.0
Peugeot,208 PSE (Peugeot Sport Engineered),Hybrid I4,"1,598 cc (petrol) + Electric Motor",225 hp,250 km/h,5.5 sec,"$45,000 ",Hybrid,5,360 Nm,1598.0,45000.0
Peugeot,308 PSE,Hybrid I4,"1,598 cc (petrol) + Electric Motor",360 hp,250 km/h,5.0 sec,"$55,000 ",Hybrid,5,520 Nm,1598.0,55000.0
Peugeot,508 PSE,Hybrid I4,"1,598 cc (petrol) + Electric Motor",360 hp,250 km/h,5.2 sec,"$60,000 ",Hybrid,5,520 Nm,1598.0,60000.0
Peugeot,3008 PSE,Hybrid I4,"1,598 cc (petrol) + Electric Motor",300 hp,235 km/h,6.0 sec,"$50,000 ",Hybrid,5,400 Nm,1598.0,50000.0
Peugeot,2008 Active,Inline-4,"1,199 cc",100 hp,190 km/h,11.2 sec,"$22,000 ",Petrol,5,205 Nm,1199.0,22000.0
Peugeot,3008 Active,Inline-4,"1,499 cc",130 hp,200 km/h,10.0 sec,"$30,000 ",Petrol,5,240 Nm,1499.0,30000.0
Peugeot,5008 Active,Inline-4,"1,499 cc",130 hp,190 km/h,10.5 sec,"$33,000 ",Petrol,7,240 Nm,1499.0,33000.0
Peugeot,3008 Allure Premium,Inline-4,"1,499 cc",130 hp,200 km/h,9.8 sec,"$32,000 ",Petrol,5,240 Nm,1499.0,32000.0
Peugeot,5008 Allure Premium,Inline-4,"1,499 cc",130 hp,190 km/h,10.2 sec,"$35,000 ",Petrol,7,240 Nm,1499.0,35000.0
Peugeot,3008 GT Line,Inline-4,"1,598 cc",180 hp,210 km/h,8.5 sec,"$35,000 ",Petrol,5,250 Nm,1598.0,35000.0
Peugeot,5008 GT Line,Inline-4,"1,598 cc",180 hp,200 km/h,9.0 sec,"$38,000 ",Petrol,7,250 Nm,1598.0,38000.0
Peugeot,2008 GT,Inline-4,"1,199 cc",130 hp,200 km/h,9.3 sec,"$25,000 ",Petrol,5,230 Nm,1199.0,25000.0
Peugeot,5008 GT,Inline-4,"1,598 cc",180 hp,210 km/h,8.2 sec,"$40,000 ",Petrol,7,250 Nm,1598.0,40000.0
Peugeot,508 SW (Station Wagon),Inline-4,"1,598 cc",180 hp,220 km/h,8.4 sec,"$35,000 ",Petrol,5,300 Nm,1598.0,35000.0
Peugeot,508 Saloon,Inline-4,"1,598 cc",180 hp,210 km/h,8.6 sec,"$37,000 ",Petrol,5,300 Nm,1598.0,37000.0
Peugeot,308 Saloon,Inline-4,"1,199 cc",130 hp,200 km/h,9.0 sec,"$28,000 ",Petrol,5,230 Nm,1199.0,28000.0
Peugeot,301 Sedan,Inline-4,"1,199 cc",82 hp,180 km/h,12.0 sec,"$20,000 ",Petrol,5,115 Nm,1199.0,20000.0
Peugeot,208 Sedan,Inline-4,"1,199 cc",100 hp,190 km/h,11.2 sec,"$22,000 ",Petrol,5,205 Nm,1199.0,22000.0
Ford,Mustang,5.0L V8,"5,000 cc",450 hp,250 km/h,4.3 sec,"$55,000 ",Petrol,4,530 Nm,5000.0,55000.0
Ford,GT,3.5L Twin-Turbo V6,"3,500 cc",660 hp,348 km/h,3.0 sec,"$500,000 ",Petrol,2,746 Nm,3500.0,500000.0
Ford,Focus ST,2.3L Turbo Inline-4,"2,300 cc",280 hp,250 km/h,5.7 sec,"$30,000 ",Petrol,5,420 Nm,2300.0,30000.0
Ford,Fiesta ST,1.5L Turbo Inline-3,"1,500 cc",200 hp,230 km/h,6.5 sec,"$23,000 ",Petrol,5,290 Nm,1500.0,23000.0
Ford,Bronco Raptor,3.0L Twin-Turbo V6,"3,000 cc",400 hp,220 km/h,5.5 sec,"$70,000 ",Petrol,4,583 Nm,3000.0,70000.0
Ford,Ranger Raptor,2.7L Twin-Turbo V6,"2,700 cc",392 hp,200 km/h,6.0 sec,"$45,000 ",Petrol,5,583 Nm,2700.0,45000.0
Ford,F-150 Raptor,3.5L Twin-Turbo V6,"3,500 cc",450 hp,200 km/h,5.0 sec,"$70,000 ",Petrol,5,691 Nm,3500.0,70000.0
Ford,Puma,Turbocharged Inline-3,"1,000 cc",123 hp,191 km/h,9.6 sec,"$28,000 ",Petrol,5,200 Nm,1000.0,28000.0
Ford,Territory,Turbocharged Inline-4,"1,500 cc",140 hp,180 km/h,11.0 sec,"$32,000 ",Petrol,5,225 Nm,1500.0,32000.0
Ford,Everest,Turbocharged Inline-4,"2,000 cc",210 hp,190 km/h,10.5 sec,"$52,000 ",Diesel,7,500 Nm,2000.0,52000.0
Ford,Flex,Naturally Aspirated V6,"3,500 cc",287 hp,200 km/h,7.9 sec,"$31,000 ",Petrol,7,345 Nm,3500.0,31000.0
Ford,Mustang Shelby GT500,Supercharged V8,"5,200 cc",760 hp,290 km/h,3.5 sec,"$79,420 ",Petrol,2,847 Nm,5200.0,79420.0
Ford,Mustang Shelby GT350,Naturally Aspirated V8,"5,200 cc",526 hp,280 km/h,4.0 sec,"$59,140 ",Petrol,2,582 Nm,5200.0,59140.0
Ford,F-150 Platinum,Turbocharged V6,"3,500 cc",400 hp,180 km/h,6.5 sec,"$64,695 ",Petrol,5,678 Nm,3500.0,64695.0
Ford,F-150 Limited,Turbocharged V6,"3,500 cc",450 hp,190 km/h,6.1 sec,"$84,910 ",Petrol,5,678 Nm,3500.0,84910.0
Ford,Explorer Platinum,Turbocharged V6,"3,000 cc",400 hp,230 km/h,6.0 sec,"$56,505 ",Petrol,7,563 Nm,3000.0,56505.0
Ford,E-Series Cutaway,V8 Gasoline Engine,"7,300 cc",350 hp,140 km/h,13.0 sec,"$36,000 ",Petrol,2,569 Nm,7300.0,36000.0
Ford,Transit Chassis Cab,EcoBlue Turbo Diesel,"2,000 cc",170 hp,160 km/h,11.5 sec,"$37,000 ",Diesel,2,405 Nm,2000.0,37000.0
Ford,Explorer Plug-in Hybrid,V6 Hybrid + Electric Motor,"3,000 cc (petrol) + Electric Motor",457 hp,225 km/h,6.0 sec,"$53,000 ",Hybrid,7,825 Nm,3000.0,53000.0
Ford,Maverick Hybrid,I4 Hybrid,"2,500 cc (petrol) + Electric Motor",191 hp,180 km/h,7.8 sec,"$25,000 ",Hybrid,5,210 Nm,2500.0,25000.0
Ford,Mustang (2024),V8 Gasoline Engine,"5,000 cc",450 hp,250 km/h,4.5 sec,"$60,000 ",Petrol,4,570 Nm,5000.0,60000.0
Ford,Ranger (2024),I4 Turbo Diesel,"2,000 cc",210 hp,180 km/h,8.0 sec,"$40,000 ",Diesel,5,500 Nm,2000.0,40000.0
Ford,Escape Plug-in Hybrid (2024),I4 Hybrid,"2,500 cc (petrol) + Electric Motor",221 hp,190 km/h,7.5 sec,"$38,000 ",Hybrid,5,210 Nm,2500.0,38000.0
Ford,Bronco (2024),V6 EcoBoost,"2,700 cc",310 hp,200 km/h,6.7 sec,"$45,000 ",Petrol,5,542 Nm,2700.0,45000.0
Ford,Explorer (2024),V6 Turbocharged,"3,000 cc",400 hp,230 km/h,5.9 sec,"$55,000 ",Petrol,7,563 Nm,3000.0,55000.0
Toyota,4Runner (6th Gen),2.4L Turbo I4 (i-FORCE MAX Hybrid),2393 cc + Battery,326 hp,180 km/h,6.8 sec,"$50,000 ",Hybrid,7,630 Nm,2393.0,50000.0
